site_id,image_file,n_defects,n_corrosion,n_crack,max_confidence,defects_json
SITE0128,corrosion-and-cracks-kuvur_corrosion-9-_jpeg.rf.3543e2068dd9591dd5b3a9120002a1ed.jpg,0,0,0,0.0,[]
SITE0129,corrosion_detection-unzub_blog-31-4-statistics-on-galvanic-corrosion_jpg.rf.0d44539a26c12098d7eac3ecf1fdd135.jpg,12,12,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3413, 0.1719, 0.1256, 0.146]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5841, 0.1731, 0.1106, 0.134]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.869, 0.2404, 0.146, 0.0781]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5024, 0.3582, 0.0385, 0.1821]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.405, 0.3906, 0.0986, 0.1562]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6995, 0.4062, 0.119, 0.1965]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.9075, 0.5481, 0.1034, 0.4219]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7175, 0.0697, 0.1412, 0.0919]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.744, 0.7296, 0.1076, 0.2194]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2115, 0.0998, 0.0919, 0.1082]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.47, 0.1046, 0.0258, 0.1172]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8954, 0.143, 0.0625, 0.0793]}]"
SITE0130,pipe-defects-ybzjr_broken-pipe_jpg.rf.f0794a6d700ea3990ba315c003ffff85.jpg,5,2,3,0.85,"[{""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.7483, 0.1882, 0.2167, 0.06]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.9106, 0.1545, 0.1767, 0.0691]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.82, 0.2764, 0.3578, 0.0836]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2421, 0.786, 0.2796, 0.1379]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7872, 0.7364, 0.0444, 0.0845]}]"
SITE0131,corrosion-and-cracks-kuvur_corrosion-21-_jpeg.rf.3ab17e169ab9b8cf8b0503752d79d2f7.jpg,0,0,0,0.0,[]
SITE0132,corrosion_detection-unzub_Copper-rivets-on-a-steel-bar-submerged-in-3--sodium-chloride-solution-after-six-months_jpg.rf.abb6178349aef6fa80a8b43cfa7813b6.jpg,7,7,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5012, 0.7308, 0.9886, 0.0919]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4964, 0.1046, 0.9904, 0.0625]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7091, 0.357, 0.1484, 0.3534]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5084, 0.393, 0.149, 0.3197]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.155, 0.3954, 0.137, 0.3107]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8858, 0.4075, 0.1424, 0.2861]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3317, 0.4159, 0.1202, 0.3948]}]"
SITE0133,corrosion-and-cracks-kuvur_corrosion-74-_jpeg.rf.f91ad15eab0a00b178f4705b0cf19d1d.jpg,0,0,0,0.0,[]
SITE0134,pipe-defects-ybzjr_pipeline-crack_jpg.rf.f0d70bc03d91d870c007941a68e177e2.jpg,6,4,2,0.85,"[{""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.1935, 0.8031, 0.3871, 0.1422]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.722, 0.7934, 0.0508, 0.0528]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7502, 0.8412, 0.0403, 0.0548]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8121, 0.8452, 0.0679, 0.0726]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8151, 0.676, 0.0644, 0.0835]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.8118, 0.5842, 0.0753, 0.0703]}]"
SITE0135,corrosion-and-cracks-kuvur_corrosion-49-_jpeg.rf.b9c82d42a3223ab07827ef9744ab0c3b.jpg,17,17,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2555, 0.8664, 0.2703, 0.2672]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5648, 0.7266, 0.3422, 0.3766]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8836, 0.7469, 0.2328, 0.25]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1875, 0.4805, 0.3391, 0.3766]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.507, 0.2352, 0.2734, 0.4703]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8078, 0.2383, 0.2672, 0.2687]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.9031, 0.4805, 0.1938, 0.1359]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.0594, 0.1938, 0.1187, 0.1625]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.282, 0.1477, 0.1594, 0.1766]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6914, 0.0656, 0.1062, 0.1234]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7469, 0.6086, 0.1094, 0.1156]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7648, 0.8187, 0.0609, 0.1422]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4117, 0.8266, 0.0844, 0.1906]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1516, 0.7141, 0.1047, 0.0859]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3836, 0.3992, 0.0984, 0.2062]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6914, 0.4555, 0.0781, 0.1125]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8828, 0.0242, 0.0719, 0.0484]}]"
SITE0136,corrosion-and-cracks-kuvur_corrosion-50-_jpeg.rf.22a2f1df5ce140ed99dfb0fcfaa08854.jpg,0,0,0,0.0,[]
SITE0137,pipe-defects-ybzjr_20210213-122216-1A_Frozen-Pipes-2_jpg.rf.d0a12149a7c144bad03fb08e3bec1af3.jpg,4,3,1,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4082, 0.0903, 0.0898, 0.1785]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.8808, 0.1599, 0.0876, 0.1147]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4423, 0.7668, 0.1605, 0.1627]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4392, 0.559, 0.1121, 0.108]}]"
SITE0138,corrosion-and-cracks-kuvur_corrosion-75-_jpeg.rf.1e3a270a09aec4b3ad29acaa668d6e6f.jpg,0,0,0,0.0,[]
SITE0139,corrosion_detection-unzub_360_F_436508470_g8UEAu2MzjXTwcmdQVYoehWr2qjaJUap_jpg.rf.a0112d6714476c07079d07fbc25559b1.jpg,5,5,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5036, 0.6214, 0.9886, 0.1136]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8834, 0.8377, 0.0481, 0.2915]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.607, 0.8401, 0.0793, 0.3029]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.244, 0.8413, 0.0721, 0.2993]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.512, 0.2139, 0.9573, 0.1881]}]"
SITE0140,corrosion_detection-unzub_corrosion-metal-rusty-bollard-abandoned-pier-221587764_jpg.rf.48e2bea4f6265d10e4709a63e54689c8.jpg,12,8,4,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5385, 0.232, 0.1629, 0.024]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.6983, 0.3185, 0.0126, 0.1106]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.7536, 0.4123, 0.0114, 0.351]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.4748, 0.4363, 0.0192, 0.2572]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8942, 0.4868, 0.0956, 0.0463]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7188, 0.6226, 0.0481, 0.0715]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.4832, 0.6599, 0.0294, 0.1472]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.9267, 0.6671, 0.1172, 0.0505]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5529, 0.7584, 0.0577, 0.0799]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7392, 0.7945, 0.1184, 0.2115]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5457, 0.905, 0.1058, 0.1857]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7392, 0.1827, 0.1472, 0.0391]}]"
SITE0141,corrosion-and-cracks-kuvur_corrosion-4-_jpeg.rf.74cdcb39556062dec2cd824e8bea08aa.jpg,0,0,0,0.0,[]
SITE0142,corrosion-and-cracks-kuvur_corrosion-8-_jpeg.rf.c7aaa4066a9f2971598954a257af9385.jpg,0,0,0,0.0,[]
SITE0143,corrosion_detection-unzub_pit-corrosion-in-aisi-rolled-steel_jpg.rf.449060f3778dc522d0bcd06cf576c6f3.jpg,12,12,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7488, 0.6538, 0.1364, 0.3023]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3233, 0.7139, 0.0817, 0.259]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1719, 0.8738, 0.0601, 0.1268]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5517, 0.9303, 0.2885, 0.0625]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4303, 0.1166, 0.1502, 0.1322]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6286, 0.2764, 0.0739, 0.1256]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7296, 0.3017, 0.0913, 0.1893]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1995, 0.3233, 0.1394, 0.3828]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3438, 0.3365, 0.0805, 0.2452]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.0613, 0.5252, 0.104, 0.5463]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.5132, 0.5697, 0.0451, 0.1689]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8918, 0.619, 0.0901, 0.2957]}]"
SITE0144,corrosion-and-cracks-kuvur_corrosion-74-_jpeg.rf.f91ad15eab0a00b178f4705b0cf19d1d.jpg,0,0,0,0.0,[]
SITE0145,corrosion-and-cracks-kuvur_corrosion-73-_jpeg.rf.3675195e059111af178e8d4e70e4250d.jpg,0,0,0,0.0,[]
SITE0146,pipe-defects-ybzjr_featured-image-burst-pipe-jpeg_jpg.rf.790094dc13e231a1a5c338f9a1f653c4.jpg,4,3,1,0.85,"[{""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.3612, 0.1961, 0.2144, 0.1252]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.903, 0.0773, 0.0426, 0.04]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.9145, 0.1221, 0.0645, 0.0845]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7447, 0.2168, 0.0674, 0.0945]}]"
SITE0147,corrosion_detection-unzub_Crevice-corrosion-of-metal-coupling-proximity_jpg.rf.8830d8e0147dbb891f4ed11786295076.jpg,11,6,5,0.85,"[{""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.655, 0.4579, 0.0319, 0.2139]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7332, 0.494, 0.0481, 0.0547]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1599, 0.5661, 0.0415, 0.0625]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7103, 0.5733, 0.0577, 0.0559]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.6214, 0.6058, 0.0415, 0.0577]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.595, 0.6923, 0.0841, 0.0469]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.3966, 0.7272, 0.2109, 0.0319]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.3798, 0.7776, 0.0439, 0.024]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.488, 0.7837, 0.1052, 0.0481]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.2921, 0.1382, 0.0697, 0.0481]}, {""class"": ""crack"", ""confidence"": 0.85, ""bbox"": [0.476, 0.1755, 0.1292, 0.0445]}]"
SITE0148,corrosion-and-cracks-kuvur_corrosion-17-_jpeg.rf.4de64d9dfbebf962b5323a038395645e.jpg,0,0,0,0.0,[]
SITE0149,corrosion-and-cracks-kuvur_corrosion-15-_jpeg.rf.ecfef469aef0df693fa2a27a3a92c176.jpg,0,0,0,0.0,[]
SITE0150,corrosion_detection-unzub_Crevice-corrosion-under-a-Type-316-bolt--which-is-holding-a-Type-316-structural-beam-in-place--on-the-Florida-coast--Photo-credit-TMR-Consulting_jpg.rf.5cdb654d8d216df96f60703d788c11d8.jpg,5,5,0,0.85,"[{""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.4123, 0.3161, 0.2764, 0.1034]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.6526, 0.3257, 0.1809, 0.0643]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.7885, 0.4339, 0.03, 0.122]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.1863, 0.4808, 0.0553, 0.1839]}, {""class"": ""corrosion"", ""confidence"": 0.85, ""bbox"": [0.8233, 0.5974, 0.0367, 0.1376]}]"
